run,iter,tau,tau_max,trailing_succ,trailing_n,trailing_rate,at_entrance,entrance_succ_cum,entrance_n_cum,entrance_rate_cum,truncated_cum
v27_seed1,144,0,784,3,30,0.1,True,2632,8351,0.315,6128
v27_seed1,145,0,784,5,30,0.17,True,2638,8410,0.314,6175
v27_seed1,146,0,784,3,30,0.1,True,2649,8486,0.312,6229
v27_seed1,147,0,784,4,30,0.13,True,2657,8542,0.311,6284
v27_seed1,148,0,784,2,30,0.07,True,2657,8611,0.309,6343
v27_seed1,149,0,784,2,30,0.07,True,2660,8671,0.307,6399
v27_seed1,150,0,784,0,30,0.0,True,2664,8742,0.305,6454
v27_seed1,151,0,784,1,30,0.03,True,2665,8827,0.302,6514
v27_seed1,152,0,784,0,30,0.0,True,2667,8928,0.299,6572
v27_seed1,153,0,784,0,30,0.0,True,2668,9013,0.296,6628
v27_seed1,154,0,784,1,30,0.03,True,2672,9102,0.294,6684
v27_seed1,155,0,784,3,30,0.1,True,2674,9185,0.291,6740
v27_seed1,156,0,784,4,30,0.13,True,2676,9255,0.289,6799
v27_seed1,157,0,784,2,30,0.07,True,2681,9327,0.287,6850
v27_seed1,158,0,784,3,30,0.1,True,2685,9391,0.286,6907
v27_seed1,159,0,784,3,30,0.1,True,2690,9464,0.284,6961
v27_seed1,160,0,784,2,30,0.07,True,2692,9543,0.282,7017
v27_seed1,161,0,784,3,30,0.1,True,2700,9636,0.28,7070
v27_seed1,162,0,784,2,30,0.07,True,2705,9734,0.278,7124
v27_seed1,163,0,784,1,30,0.03,True,2710,9822,0.276,7174
v27_seed1,164,0,784,1,30,0.03,True,2714,9921,0.274,7226
v27_seed1,165,0,784,2,30,0.07,True,2720,9988,0.272,7277
v27_seed1,166,0,784,2,30,0.07,True,2724,10071,0.27,7328
v27_seed1,167,0,784,3,30,0.1,True,2737,10166,0.269,7374
v27_seed1,168,0,784,4,30,0.13,True,2747,10270,0.267,7422
v27_seed1,169,0,784,2,30,0.07,True,2751,10361,0.266,7475
v27_seed1,170,0,784,0,30,0.0,True,2761,10472,0.264,7524
v27_seed1,171,0,784,0,30,0.0,True,2768,10582,0.262,7571
v27_seed1,172,0,784,4,30,0.13,True,2775,10683,0.26,7624
v27_seed1,173,0,784,5,30,0.17,True,2779,10776,0.258,7678
v27_seed1,174,0,784,4,30,0.13,True,2784,10875,0.256,7732
v27_seed1,175,0,784,3,30,0.1,True,2792,10964,0.255,7783
v27_seed1,176,0,784,4,30,0.13,True,2801,11049,0.254,7825
v27_seed1,177,0,784,2,30,0.07,True,2811,11150,0.252,7871
v27_seed1,178,0,784,6,30,0.2,True,2821,11229,0.251,7920
v27_seed1,179,0,784,3,30,0.1,True,2830,11320,0.25,7969
v27_seed1,180,0,784,7,30,0.23,True,2843,11402,0.249,8013
v27_seed1,181,0,784,5,30,0.17,True,2855,11488,0.249,8054
v27_seed1,182,0,784,8,30,0.27,True,2863,11560,0.248,8107
v27_seed1,183,0,784,7,30,0.23,True,2873,11646,0.247,8151
v27_seed1,184,0,784,1,30,0.03,True,2878,11721,0.246,8201
v27_seed1,185,0,784,2,30,0.07,True,2886,11797,0.245,8253
v27_seed1,186,0,784,2,30,0.07,True,2891,11883,0.243,8303
v27_seed1,187,0,784,3,30,0.1,True,2899,11963,0.242,8352
v27_seed1,188,0,784,1,30,0.03,True,2903,12041,0.241,8404
v27_seed1,189,0,784,1,30,0.03,True,2904,12086,0.24,8461
v27_seed1,190,0,784,0,30,0.0,True,2909,12136,0.24,8516
v27_seed1,191,0,784,4,30,0.13,True,2911,12197,0.239,8572
v27_seed1,192,0,784,0,30,0.0,True,2916,12285,0.237,8626
v27_seed1,193,0,784,2,30,0.07,True,2917,12372,0.236,8684
v27_seed1,194,0,784,2,30,0.07,True,2918,12458,0.234,8740
v27_seed1,195,0,784,0,30,0.0,True,2921,12552,0.233,8794
v27_seed1,196,0,784,0,30,0.0,True,2922,12660,0.231,8851
v27_seed1,197,0,784,0,30,0.0,True,2924,12759,0.229,8910
v27_seed1,198,0,784,0,30,0.0,True,2924,12885,0.227,8970
v27_seed1,199,0,784,0,30,0.0,True,2924,12987,0.225,9029
v27_seed1,200,0,784,0,30,0.0,True,2925,13090,0.223,9087
v27_seed1,201,0,784,1,30,0.03,True,2927,13191,0.222,9144
v27_seed1,202,0,784,0,30,0.0,True,2927,13298,0.22,9203
v27_seed1,203,0,784,0,30,0.0,True,2929,13391,0.219,9261
v27_seed1,204,0,784,0,30,0.0,True,2931,13483,0.217,9317
v27_seed1,205,0,784,0,30,0.0,True,2932,13574,0.216,9376
v27_seed1,206,0,784,0,30,0.0,True,2933,13674,0.214,9434
v27_seed1,207,0,784,0,30,0.0,True,2935,13749,0.213,9491
v27_seed1,208,0,784,1,30,0.03,True,2937,13825,0.212,9546
v27_seed1,209,0,784,0,30,0.0,True,2939,13916,0.211,9601
v27_seed1,210,0,784,0,30,0.0,True,2940,13996,0.21,9658
v27_seed1,211,0,784,0,30,0.0,True,2940,14096,0.209,9716
v27_seed1,212,0,784,0,30,0.0,True,2940,14166,0.208,9776
v27_seed1,213,0,784,0,30,0.0,True,2941,14243,0.206,9836
v27_seed1,214,0,784,0,30,0.0,True,2942,14325,0.205,9894
v27_seed1,215,0,784,0,30,0.0,True,2942,14397,0.204,9954
v27_seed1,216,0,784,0,30,0.0,True,2942,14479,0.203,10014
v27_seed1,217,0,784,0,30,0.0,True,2943,14559,0.202,10072
v27_seed1,218,0,784,0,30,0.0,True,2944,14642,0.201,10128
v27_seed1,219,0,784,0,30,0.0,True,2944,14722,0.2,10188
v27_seed1,220,0,784,1,30,0.03,True,2944,14815,0.199,10248
v27_seed1,221,0,784,1,30,0.03,True,2945,14890,0.198,10306
v27_seed1,222,0,784,0,30,0.0,True,2945,14978,0.197,10365
v27_seed1,223,0,784,2,30,0.07,True,2945,15065,0.195,10424
v27_seed1,224,0,784,1,30,0.03,True,2947,15155,0.194,10482
v27_seed1,225,0,784,0,30,0.0,True,2950,15255,0.193,10541
v27_seed1,226,0,784,0,30,0.0,True,2951,15338,0.192,10599
v27_seed1,227,0,784,0,30,0.0,True,2954,15430,0.191,10655
v27_seed1,228,0,784,1,30,0.03,True,2954,15511,0.19,10715
v27_seed1,229,0,784,0,30,0.0,True,2957,15617,0.189,10773
v27_seed1,230,0,784,1,30,0.03,True,2960,15701,0.189,10830
v27_seed1,231,0,784,0,30,0.0,True,2962,15777,0.188,10889
v27_seed1,232,0,784,1,30,0.03,True,2963,15857,0.187,10949
v27_seed1,233,0,784,0,30,0.0,True,2966,15960,0.186,11006
v27_seed1,234,0,784,3,30,0.1,True,2968,16054,0.185,11062
v27_seed1,235,0,784,1,30,0.03,True,2969,16189,0.183,11120
v27_seed1,236,0,784,0,30,0.0,True,2969,16278,0.182,11180
v27_seed1,237,0,784,0,30,0.0,True,2971,16384,0.181,11239
v27_seed1,238,0,784,0,30,0.0,True,2971,16483,0.18,11299
v27_seed1,239,0,784,0,30,0.0,True,2971,16602,0.179,11359
v27_seed1,240,0,784,0,30,0.0,True,2971,16708,0.178,11417
v27_seed1,241,0,784,0,30,0.0,True,2971,16820,0.177,11477
v27_seed1,242,0,784,0,30,0.0,True,2973,16914,0.176,11535
v27_seed1,243,0,784,0,30,0.0,True,2974,16999,0.175,11591
v27_seed1,244,0,784,0,30,0.0,True,2977,17117,0.174,11647
v27_seed1,245,0,784,0,30,0.0,True,2978,17220,0.173,11704
v27_seed1,246,0,784,1,30,0.03,True,2980,17310,0.172,11762
v27_seed1,247,0,784,1,30,0.03,True,2980,17402,0.171,11822
v27_seed1,248,0,784,1,30,0.03,True,2981,17500,0.17,11881
v27_seed1,249,0,784,0,30,0.0,True,2982,17621,0.169,11935
v27_seed2,0,744,784,0,0,0.0,False,0,0,0.0,0
v27_seed2,1,704,784,26,28,0.93,False,0,5,0.0,9
v27_seed2,2,624,784,2,30,0.07,False,0,13,0.0,19
v27_seed2,3,544,784,0,30,0.0,False,0,22,0.0,46
v27_seed2,4,464,784,0,30,0.0,False,0,24,0.0,83
v27_seed2,5,384,784,0,30,0.0,False,0,33,0.0,127
v27_seed2,6,384,784,1,30,0.03,False,0,48,0.0,173
v27_seed2,7,344,784,0,30,0.0,False,0,60,0.0,219
v27_seed2,8,304,784,0,30,0.0,False,0,73,0.0,271
v27_seed2,9,304,784,0,30,0.0,False,0,81,0.0,328
v27_seed2,10,304,784,2,30,0.07,False,1,93,0.011,385
v27_seed2,11,264,784,1,30,0.03,False,1,102,0.01,440
v27_seed2,12,264,784,1,30,0.03,False,1,105,0.01,499
v27_seed2,13,264,784,1,30,0.03,False,1,112,0.009,556
v27_seed2,14,264,784,0,30,0.0,False,1,122,0.008,614
v27_seed2,15,224,784,0,30,0.0,False,1,132,0.008,665
v27_seed2,16,224,784,1,30,0.03,False,1,138,0.007,723
v27_seed2,17,184,784,2,30,0.07,False,1,142,0.007,777
v27_seed2,18,144,784,4,30,0.13,False,1,149,0.007,829
v27_seed2,19,104,784,2,30,0.07,False,1,154,0.006,883
v27_seed2,20,64,784,1,30,0.03,False,1,163,0.006,938
v27_seed2,21,24,784,2,30,0.07,False,1,181,0.006,990
v27_seed2,22,24,784,2,30,0.07,False,1,194,0.005,1048
v27_seed2,23,24,784,1,30,0.03,False,1,204,0.005,1106
v27_seed2,24,0,784,3,30,0.1,True,1,346,0.003,1161
v27_seed2,25,0,784,2,30,0.07,True,5,469,0.011,1214
v27_seed2,26,0,784,2,30,0.07,True,9,601,0.015,1270
v27_seed2,27,0,784,2,30,0.07,True,17,720,0.024,1322
v27_seed2,28,0,784,1,30,0.03,True,25,840,0.03,1369
v27_seed2,29,0,784,2,30,0.07,True,36,944,0.038,1418
v27_seed2,30,0,784,7,30,0.23,True,46,1045,0.044,1463
v27_seed2,31,0,784,3,30,0.1,True,54,1152,0.047,1511
v27_seed2,32,0,784,3,30,0.1,True,65,1248,0.052,1559
v27_seed2,33,0,784,7,30,0.23,True,77,1331,0.058,1604
v27_seed2,34,0,784,8,30,0.27,True,86,1404,0.061,1645
v27_seed2,35,0,784,5,30,0.17,True,99,1494,0.066,1684
v27_seed2,36,0,784,6,30,0.2,True,118,1581,0.075,1723
v27_seed2,37,0,784,4,30,0.13,True,135,1674,0.081,1764
v27_seed2,38,0,784,7,30,0.23,True,150,1748,0.086,1805
v27_seed2,39,0,784,9,30,0.3,True,163,1811,0.09,1844
v27_seed2,40,0,784,6,30,0.2,True,175,1879,0.093,1881
v27_seed2,41,0,784,10,30,0.33,True,202,1948,0.104,1912
v27_seed2,42,0,784,10,30,0.33,True,228,2014,0.113,1947
v27_seed2,43,0,784,11,30,0.37,True,259,2086,0.124,1983
v27_seed2,44,0,784,14,30,0.47,True,284,2147,0.132,2026
v27_seed2,45,0,784,14,30,0.47,True,303,2198,0.138,2070
v27_seed2,46,0,784,17,30,0.57,True,322,2260,0.142,2106
v27_seed2,47,0,784,17,30,0.57,True,340,2311,0.147,2148
v27_seed2,48,0,784,18,30,0.6,True,366,2373,0.154,2185
v27_seed2,49,0,784,20,30,0.67,True,387,2423,0.16,2224
v27_seed2,50,0,784,17,30,0.57,True,416,2483,0.168,2264
v27_seed2,51,0,784,13,30,0.43,True,437,2537,0.172,2312
v27_seed2,52,0,784,11,30,0.37,True,462,2589,0.178,2352
v27_seed2,53,0,784,14,30,0.47,True,496,2640,0.188,2386
v27_seed2,54,0,784,18,30,0.6,True,519,2687,0.193,2427
v27_seed2,55,0,784,15,30,0.5,True,557,2760,0.202,2463
v27_seed2,56,0,784,11,30,0.37,True,588,2813,0.209,2509
v27_seed2,57,0,784,19,30,0.63,True,610,2861,0.213,2547
v27_seed2,58,0,784,21,30,0.7,True,637,2916,0.218,2586
v27_seed2,59,0,784,16,30,0.53,True,661,2968,0.223,2630
v27_seed2,60,0,784,20,30,0.67,True,685,3018,0.227,2673
v27_seed2,61,0,784,16,30,0.53,True,720,3074,0.234,2711
v27_seed2,62,0,784,17,30,0.57,True,752,3115,0.241,2756
v27_seed2,63,0,784,16,30,0.53,True,777,3174,0.245,2799
v27_seed2,64,0,784,17,30,0.57,True,802,3224,0.249,2839
v27_seed2,65,0,784,20,30,0.67,True,834,3282,0.254,2874
v27_seed2,66,0,784,20,30,0.67,True,859,3337,0.257,2914
v27_seed2,67,0,784,21,30,0.7,True,893,3391,0.263,2953
v27_seed2,68,0,784,16,30,0.53,True,917,3433,0.267,2998
v27_seed2,69,0,784,28,30,0.93,True,946,3481,0.272,3038
v27_seed2,70,0,784,18,30,0.6,True,966,3530,0.274,3086
v27_seed2,71,0,784,21,30,0.7,True,993,3575,0.278,3129
v27_seed2,72,0,784,17,30,0.57,True,1020,3618,0.282,3171
v27_seed2,73,0,784,17,30,0.57,True,1054,3663,0.288,3210
v27_seed2,74,0,784,20,30,0.67,True,1078,3704,0.291,3251
v27_seed2,75,0,784,17,30,0.57,True,1105,3754,0.294,3289
v27_seed2,76,0,784,18,30,0.6,True,1134,3804,0.298,3324
v27_seed2,77,0,784,12,30,0.4,True,1163,3852,0.302,3362
v27_seed2,78,0,784,17,30,0.57,True,1186,3897,0.304,3397
v27_seed2,79,0,784,19,30,0.63,True,1217,3938,0.309,3432
v27_seed2,80,0,784,16,30,0.53,True,1241,3982,0.312,3473
v27_seed2,81,0,784,15,30,0.5,True,1268,4027,0.315,3504
v27_seed2,82,0,784,12,30,0.4,True,1301,4071,0.32,3542
v27_seed2,83,0,784,18,30,0.6,True,1324,4111,0.322,3581
v27_seed2,84,0,784,21,30,0.7,True,1348,4148,0.325,3623
v27_seed2,85,0,784,14,30,0.47,True,1368,4186,0.327,3661
v27_seed2,86,0,784,12,30,0.4,True,1395,4234,0.329,3695
v27_seed2,87,0,784,13,30,0.43,True,1425,4283,0.333,3726
v27_seed2,88,0,784,19,30,0.63,True,1455,4331,0.336,3758
v27_seed2,89,0,784,12,30,0.4,True,1475,4366,0.338,3800
v27_seed2,90,0,784,15,30,0.5,True,1500,4416,0.34,3829
v27_seed2,91,0,784,16,30,0.53,True,1521,4455,0.341,3858
v27_seed2,92,0,784,20,30,0.67,True,1550,4499,0.345,3890
v27_seed2,93,0,784,18,30,0.6,True,1574,4536,0.347,3923
v27_seed2,94,0,784,15,30,0.5,True,1600,4581,0.349,3955
v27_seed2,95,0,784,21,30,0.7,True,1627,4623,0.352,3986
v27_seed2,96,0,784,20,30,0.67,True,1652,4669,0.354,4013
v27_seed2,97,0,784,15,30,0.5,True,1673,4704,0.356,4047
v27_seed2,98,0,784,19,30,0.63,True,1697,4748,0.357,4073
v27_seed2,99,0,784,21,30,0.7,True,1723,4788,0.36,4111
v27_seed2,100,0,784,20,30,0.67,True,1752,4831,0.363,4149
v27_seed2,101,0,784,11,30,0.37,True,1778,4871,0.365,4181
v27_seed2,102,0,784,15,30,0.5,True,1802,4910,0.367,4214
v27_seed2,103,0,784,18,30,0.6,True,1828,4949,0.369,4248
v27_seed2,104,0,784,19,30,0.63,True,1856,4993,0.372,4283
v27_seed2,105,0,784,20,30,0.67,True,1873,5025,0.373,4319
v27_seed2,106,0,784,14,30,0.47,True,1906,5070,0.376,4341
v27_seed2,107,0,784,16,30,0.53,True,1934,5117,0.378,4364
v27_seed2,108,0,784,21,30,0.7,True,1963,5165,0.38,4397
v27_seed2,109,0,784,11,30,0.37,True,1985,5208,0.381,4430
v27_seed2,110,0,784,15,30,0.5,True,2015,5268,0.382,4454
v27_seed2,111,0,784,15,30,0.5,True,2042,5311,0.384,4488
v27_seed2,112,0,784,13,30,0.43,True,2071,5355,0.387,4520
v27_seed2,113,0,784,12,30,0.4,True,2090,5391,0.388,4553
v27_seed2,114,0,784,18,30,0.6,True,2120,5438,0.39,4574
v27_seed2,115,0,784,11,30,0.37,True,2152,5484,0.392,4598
v27_seed2,116,0,784,19,30,0.63,True,2179,5531,0.394,4622
v27_seed2,117,0,784,12,30,0.4,True,2203,5575,0.395,4657
v27_seed2,118,0,784,20,30,0.67,True,2224,5620,0.396,4687
v27_seed2,119,0,784,19,30,0.63,True,2248,5666,0.397,4716
v27_seed2,120,0,784,9,30,0.3,True,2268,5708,0.397,4746
v27_seed2,121,0,784,18,30,0.6,True,2295,5752,0.399,4767
v27_seed2,122,0,784,12,30,0.4,True,2328,5801,0.401,4791
v27_seed2,123,0,784,11,30,0.37,True,2362,5853,0.404,4818
v27_seed2,124,0,784,18,30,0.6,True,2386,5900,0.404,4849
v27_seed2,125,0,784,9,30,0.3,True,2407,5944,0.405,4879
v27_seed2,126,0,784,15,30,0.5,True,2435,5989,0.407,4899
v27_seed2,127,0,784,11,30,0.37,True,2468,6043,0.408,4924
v27_seed2,128,0,784,15,30,0.5,True,2489,6085,0.409,4956
v27_seed2,129,0,784,14,30,0.47,True,2516,6133,0.41,4980
v27_seed2,130,0,784,19,30,0.63,True,2545,6176,0.412,5008
v27_seed2,131,0,784,14,30,0.47,True,2571,6223,0.413,5034
v27_seed2,132,0,784,14,30,0.47,True,2598,6270,0.414,5064
v27_seed2,133,0,784,17,30,0.57,True,2625,6319,0.415,5090
v27_seed2,134,0,784,17,30,0.57,True,2645,6361,0.416,5122
v27_seed2,135,0,784,15,30,0.5,True,2666,6412,0.416,5150
v27_seed2,136,0,784,18,30,0.6,True,2702,6461,0.418,5172
v27_seed2,137,0,784,15,30,0.5,True,2730,6506,0.42,5202
v27_seed2,138,0,784,15,30,0.5,True,2756,6553,0.421,5226
v27_seed2,139,0,784,12,30,0.4,True,2792,6609,0.422,5249
v27_seed2,140,0,784,17,30,0.57,True,2817,6651,0.424,5272
v27_seed2,141,0,784,22,30,0.73,True,2848,6709,0.425,5294
v27_seed2,142,0,784,14,30,0.47,True,2868,6744,0.425,5322
v27_seed2,143,0,784,24,30,0.8,True,2891,6780,0.426,5349
v27_seed2,144,0,784,17,30,0.57,True,2922,6830,0.428,5371
v27_seed2,145,0,784,7,30,0.23,True,2947,6893,0.428,5391
v27_seed2,146,0,784,16,30,0.53,True,2974,6939,0.429,5413
v27_seed2,147,0,784,15,30,0.5,True,2999,6984,0.429,5435
v27_seed2,148,0,784,20,30,0.67,True,3026,7021,0.431,5459
v27_seed2,149,0,784,18,30,0.6,True,3050,7071,0.431,5491
v27_seed2,150,0,784,16,30,0.53,True,3074,7115,0.432,5521
v27_seed2,151,0,784,15,30,0.5,True,3104,7166,0.433,5546
v27_seed2,152,0,784,10,30,0.33,True,3131,7214,0.434,5569
v27_seed2,153,0,784,12,30,0.4,True,3161,7271,0.435,5591
v27_seed2,154,0,784,13,30,0.43,True,3179,7314,0.435,5617
v27_seed2,155,0,784,17,30,0.57,True,3201,7358,0.435,5639
v27_seed2,156,0,784,11,30,0.37,True,3230,7408,0.436,5659
v27_seed2,157,0,784,13,30,0.43,True,3250,7443,0.437,5682
v27_seed2,158,0,784,13,30,0.43,True,3281,7491,0.438,5703
v27_seed2,159,0,784,12,30,0.4,True,3301,7531,0.438,5729
v27_seed2,160,0,784,16,30,0.53,True,3327,7574,0.439,5748
v27_seed2,161,0,784,8,30,0.27,True,3352,7624,0.44,5768
v27_seed2,162,0,784,14,30,0.47,True,3382,7668,0.441,5788
v27_seed2,163,0,784,10,30,0.33,True,3401,7711,0.441,5817
v27_seed2,164,0,784,10,30,0.33,True,3438,7767,0.443,5838
v27_seed2,165,0,784,12,30,0.4,True,3463,7812,0.443,5864
v27_seed2,166,0,784,14,30,0.47,True,3482,7849,0.444,5886
v27_seed2,167,0,784,6,30,0.2,True,3507,7900,0.444,5903
v27_seed2,168,0,784,11,30,0.37,True,3534,7960,0.444,5920
v27_seed2,169,0,784,15,30,0.5,True,3566,8014,0.445,5942
v27_seed2,170,0,784,15,30,0.5,True,3592,8059,0.446,5971
v27_seed2,171,0,784,7,30,0.23,True,3621,8114,0.446,5996
v27_seed2,172,0,784,11,30,0.37,True,3646,8169,0.446,6018
v27_seed2,173,0,784,14,30,0.47,True,3672,8219,0.447,6044
v27_seed2,174,0,784,10,30,0.33,True,3693,8291,0.445,6072
v27_seed2,175,0,784,7,30,0.23,True,3713,8366,0.444,6094
v27_seed2,176,0,784,8,30,0.27,True,3733,8440,0.442,6125
v27_seed2,177,0,784,7,30,0.23,True,3747,8515,0.44,6159
v27_seed2,178,0,784,9,30,0.3,True,3767,8629,0.437,6185
v27_seed2,179,0,784,3,30,0.1,True,3775,8706,0.434,6233
v27_seed2,180,0,784,6,30,0.2,True,3787,8785,0.431,6279
v27_seed2,181,0,784,2,30,0.07,True,3793,8857,0.428,6328
v27_seed2,182,0,784,0,30,0.0,True,3797,8931,0.425,6378
v27_seed2,183,0,784,4,30,0.13,True,3805,9037,0.421,6425
v27_seed2,184,0,784,5,30,0.17,True,3810,9138,0.417,6478
v27_seed2,185,0,784,1,30,0.03,True,3813,9228,0.413,6534
v27_seed2,186,0,784,0,30,0.0,True,3819,9341,0.409,6580
v27_seed2,187,0,784,2,30,0.07,True,3827,9441,0.405,6629
v27_seed2,188,0,784,5,30,0.17,True,3831,9546,0.401,6683
v27_seed2,189,0,784,2,30,0.07,True,3835,9636,0.398,6737
v27_seed2,190,0,784,0,30,0.0,True,3841,9748,0.394,6789
v27_seed2,191,0,784,2,30,0.07,True,3843,9845,0.39,6843
v27_seed2,192,0,784,0,30,0.0,True,3846,9965,0.386,6898
v27_seed2,193,0,784,1,30,0.03,True,3852,10065,0.383,6956
v27_seed2,194,0,784,1,30,0.03,True,3854,10152,0.38,7014
v27_seed2,195,0,784,2,30,0.07,True,3856,10242,0.376,7070
v27_seed2,196,0,784,2,30,0.07,True,3857,10326,0.374,7129
v27_seed2,197,0,784,1,30,0.03,True,3858,10414,0.37,7187
v27_seed2,198,0,784,1,30,0.03,True,3859,10503,0.367,7246
v27_seed2,199,0,784,1,30,0.03,True,3861,10595,0.364,7303
v27_seed2,200,0,784,2,30,0.07,True,3862,10697,0.361,7360
v27_seed2,201,0,784,0,30,0.0,True,3864,10802,0.358,7418
v27_seed2,202,0,784,1,30,0.03,True,3865,10911,0.354,7477
v27_seed2,203,0,784,2,30,0.07,True,3865,11018,0.351,7535
v27_seed2,204,0,784,2,30,0.07,True,3866,11116,0.348,7593
v27_seed2,205,0,784,2,30,0.07,True,3867,11200,0.345,7651
v27_seed2,206,0,784,0,30,0.0,True,3867,11291,0.342,7709
v27_seed2,207,0,784,0,30,0.0,True,3869,11393,0.34,7766
v27_seed2,208,0,784,0,30,0.0,True,3870,11492,0.337,7825
v27_seed2,209,0,784,0,30,0.0,True,3871,11582,0.334,7884
v27_seed2,210,0,784,0,30,0.0,True,3873,11668,0.332,7942
v27_seed2,211,0,784,1,30,0.03,True,3877,11748,0.33,7999
v27_seed2,212,0,784,2,30,0.07,True,3880,11837,0.328,8051
v27_seed2,213,0,784,1,30,0.03,True,3882,11914,0.326,8110
v27_seed2,214,0,784,0,30,0.0,True,3884,12007,0.323,8167
v27_seed2,215,0,784,1,30,0.03,True,3886,12094,0.321,8225
v27_seed2,216,0,784,0,30,0.0,True,3886,12182,0.319,8283
v27_seed2,217,0,784,0,30,0.0,True,3887,12267,0.317,8342
v27_seed2,218,0,784,0,30,0.0,True,3888,12368,0.314,8401
v27_seed2,219,0,784,0,30,0.0,True,3888,12447,0.312,8460
v27_seed2,220,0,784,0,30,0.0,True,3888,12547,0.31,8520
v27_seed2,221,0,784,0,30,0.0,True,3889,12660,0.307,8579
v27_seed2,222,0,784,0,30,0.0,True,3890,12756,0.305,8636
v27_seed2,223,0,784,0,30,0.0,True,3892,12847,0.303,8693
v27_seed2,224,0,784,0,30,0.0,True,3893,12969,0.3,8749
v27_seed2,225,0,784,0,30,0.0,True,3895,13088,0.298,8806
v27_seed2,226,0,784,0,30,0.0,True,3895,13200,0.295,8866
v27_seed2,227,0,784,0,30,0.0,True,3896,13305,0.293,8925
v27_seed2,228,0,784,0,30,0.0,True,3896,13415,0.29,8985
v27_seed2,229,0,784,2,30,0.07,True,3898,13519,0.288,9042
v27_seed2,230,0,784,0,30,0.0,True,3899,13621,0.286,9099
v27_seed2,231,0,784,1,30,0.03,True,3900,13715,0.284,9158
v27_seed2,232,0,784,0,30,0.0,True,3901,13794,0.283,9218
v27_seed2,233,0,784,2,30,0.07,True,3903,13889,0.281,9276
v27_seed2,234,0,784,0,30,0.0,True,3906,13981,0.279,9333
v27_seed2,235,0,784,0,30,0.0,True,3908,14078,0.278,9391
v27_seed2,236,0,784,1,30,0.03,True,3909,14183,0.276,9449
v27_seed2,237,0,784,0,30,0.0,True,3909,14283,0.274,9508
v27_seed2,238,0,784,0,30,0.0,True,3911,14397,0.272,9564
v27_seed2,239,0,784,2,30,0.07,True,3912,14502,0.27,9622
v27_seed2,240,0,784,0,30,0.0,True,3916,14608,0.268,9675
v27_seed2,241,0,784,0,30,0.0,True,3918,14715,0.266,9731
v27_seed2,242,0,784,1,30,0.03,True,3921,14825,0.264,9784
v27_seed2,243,0,784,0,30,0.0,True,3921,14907,0.263,9842
v27_seed2,244,0,784,0,30,0.0,True,3921,15012,0.261,9901
v27_seed2,245,0,784,0,30,0.0,True,3925,15118,0.26,9954
v27_seed2,246,0,784,0,30,0.0,True,3927,15228,0.258,10009
v27_seed2,247,0,784,0,30,0.0,True,3929,15331,0.256,10066
v27_seed2,248,0,784,0,30,0.0,True,3934,15424,0.255,10120
v27_seed2,249,0,784,1,30,0.03,True,3937,15542,0.253,10176
v27_seed3,0,744,784,0,0,0.0,False,0,2,0.0,0
v27_seed3,1,704,784,24,26,0.92,False,0,4,0.0,10
v27_seed3,2,624,784,1,30,0.03,False,0,5,0.0,25
v27_seed3,3,544,784,0,28,0.0,False,0,9,0.0,48
v27_seed3,4,464,784,0,25,0.0,False,0,15,0.0,85
v27_seed3,5,424,784,2,30,0.07,False,0,24,0.0,120
v27_seed3,6,384,784,1,30,0.03,False,0,42,0.0,164
v27_seed3,7,344,784,0,30,0.0,False,0,57,0.0,214
v27_seed3,8,344,784,2,30,0.07,False,0,72,0.0,272
v27_seed3,9,304,784,0,30,0.0,False,0,91,0.0,328
v27_seed3,10,304,784,0,30,0.0,False,0,100,0.0,386
v27_seed3,11,304,784,0,30,0.0,False,0,117,0.0,442
v27_seed3,12,304,784,1,30,0.03,False,0,130,0.0,502
v27_seed3,13,304,784,0,30,0.0,False,0,142,0.0,562
v27_seed3,14,304,784,1,30,0.03,False,0,153,0.0,618
v27_seed3,15,264,784,1,30,0.03,False,0,161,0.0,672
v27_seed3,16,224,784,0,30,0.0,False,0,175,0.0,727
v27_seed3,17,224,784,0,30,0.0,False,0,182,0.0,782
v27_seed3,18,184,784,4,30,0.13,False,0,192,0.0,836
v27_seed3,19,144,784,3,30,0.1,False,0,204,0.0,890
v27_seed3,20,104,784,2,30,0.07,False,0,214,0.0,947
v27_seed3,21,64,784,0,30,0.0,False,0,219,0.0,1001
v27_seed3,22,24,784,0,0,0.0,False,2,224,0.009,1055
v27_seed3,23,24,784,2,30,0.07,False,2,239,0.008,1105
v27_seed3,24,0,784,3,30,0.1,True,6,388,0.015,1154
v27_seed3,25,0,784,4,30,0.13,True,12,525,0.023,1209
v27_seed3,26,0,784,6,30,0.2,True,23,637,0.036,1259
v27_seed3,27,0,784,3,30,0.1,True,35,764,0.046,1305
v27_seed3,28,0,784,9,30,0.3,True,43,851,0.051,1357
v27_seed3,29,0,784,5,30,0.17,True,56,951,0.059,1401
v27_seed3,30,0,784,5,30,0.17,True,70,1062,0.066,1447
v27_seed3,31,0,784,5,30,0.17,True,81,1153,0.07,1495
v27_seed3,32,0,784,2,30,0.07,True,93,1262,0.074,1539
v27_seed3,33,0,784,10,30,0.33,True,103,1347,0.076,1581
v27_seed3,34,0,784,6,30,0.2,True,122,1428,0.085,1620
v27_seed3,35,0,784,11,30,0.37,True,135,1512,0.089,1661
